Date,Population,Region
2021-10-06,16877,saskatoon
2021-10-06,1278,central west
2021-10-06,3328,central east
2021-10-06,14031,regina
2021-10-06,1869,south west
2021-10-06,2636,south central
2021-10-06,3876,south east
2021-10-06,69809,total
2021-10-07,3980,far north west
2021-10-07,539,far north central
2021-10-07,3955,far north east
2021-10-07,7475,north west
2021-10-07,7080,north central
2021-10-07,2576,north east
2021-10-07,16961,saskatoon
2021-10-07,1294,central west
2021-10-07,3380,central east
2021-10-07,14131,regina
2021-10-07,1888,south west
2021-10-07,2653,south central
2021-10-07,3942,south east
2021-10-07,70457,total
2021-10-08,4012,far north west
2021-10-08,540,far north central
2021-10-08,3977,far north east
2021-10-08,7580,north west
2021-10-08,7116,north central
2021-10-08,2591,north east
2021-10-08,17110,saskatoon
2021-10-08,1297,central west
2021-10-08,3423,central east
2021-10-08,14191,regina
2021-10-08,1922,south west
2021-10-08,2667,south central
2021-10-08,3979,south east
2021-10-08,71034,total
2021-10-09,4036,far north west
2021-10-09,540,far north central
2021-10-09,3996,far north east
2021-10-09,7649,north west
2021-10-09,7152,north central
2021-10-09,2605,north east
2021-10-09,17234,saskatoon
2021-10-09,1304,central west
2021-10-09,3461,central east
2021-10-09,14273,regina
2021-10-09,1949,south west
2021-10-09,2676,south central
2021-10-09,4031,south east
2021-10-09,71526,total
2021-10-10,4054,far north west
2021-10-10,541,far north central
2021-10-10,4037,far north east
2021-10-10,7714,north west
2021-10-10,7223,north central
2021-10-10,2622,north east
2021-10-10,17348,saskatoon
2021-10-10,1307,central west
2021-10-10,3513,central east
2021-10-10,14338,regina
2021-10-10,1965,south west
2021-10-10,2685,south central
2021-10-10,4057,south east
2021-10-10,72033,total
2021-10-11,4068,far north west
2021-10-11,541,far north central
2021-10-11,4051,far north east
2021-10-11,7772,north west
2021-10-11,7264,north central
2021-10-11,2632,north east
2021-10-11,17464,saskatoon
2021-10-11,1319,central west
2021-10-11,3549,central east
2021-10-11,14388,regina
2021-10-11,1986,south west
2021-10-11,2697,south central
2021-10-11,4098,south east
2021-10-11,72458,total
2021-10-12,4077,far north west
2021-10-12,541,far north central
2021-10-12,4070,far north east
2021-10-12,7810,north west
2021-10-12,7294,north central
2021-10-12,2641,north east
2021-10-12,17547,saskatoon
2021-10-12,1321,central west
2021-10-12,3575,central east
2021-10-12,14427,regina
2021-10-12,1989,south west
2021-10-12,2701,south central
2021-10-12,4101,south east
2021-10-12,72730,total
2021-10-13,4087,far north west
2021-10-13,541,far north central
2021-10-13,4096,far north east
2021-10-13,7862,north west
2021-10-13,7317,north central
2021-10-13,2656,north east
2021-10-13,17625,saskatoon
2021-10-13,1323,central west
2021-10-13,3603,central east
2021-10-13,14479,regina
2021-10-13,1995,south west
2021-10-13,2709,south central
2021-10-13,4114,south east
2021-10-13,73057,total
2021-10-14,4102,far north west
2021-10-14,541,far north central
2021-10-14,4117,far north east
2021-10-14,7922,north west
2021-10-14,7345,north central
2021-10-14,2668,north east
2021-10-14,17700,saskatoon
2021-10-14,1325,central west
2021-10-14,3630,central east
2021-10-14,14512,regina
2021-10-14,2000,south west
2021-10-14,2718,south central
2021-10-14,4143,south east
2021-10-14,73350,total
2021-10-15,4116,far north west
2021-10-15,541,far north central
2021-10-15,4136,far north east
2021-10-15,7967,north west
2021-10-15,7367,north central
2021-10-15,2676,north east
2021-10-15,17734,saskatoon
2021-10-15,1327,central west
2021-10-15,3664,central east
2021-10-15,14571,regina
2021-10-15,2005,south west
2021-10-15,2726,south central
2021-10-15,4175,south east
2021-10-15,73662,total
2021-10-16,4142,far north west
2021-10-16,541,far north central
2021-10-16,4157,far north east
2021-10-16,8030,north west
2021-10-16,7428,north central
2021-10-16,2694,north east
2021-10-16,17833,saskatoon
2021-10-16,1336,central west
2021-10-16,3703,central east
2021-10-16,14621,regina
2021-10-16,2013,south west
2021-10-16,2735,south central
2021-10-16,4198,south east
2021-10-16,74074,total
2021-10-17,4148,far north west
2021-10-17,541,far north central
2021-10-17,4163,far north east
2021-10-17,8078,north west
2021-10-17,7451,north central
2021-10-17,2701,north east
2021-10-17,17902,saskatoon
2021-10-17,1345,central west
2021-10-17,3742,central east
2021-10-17,14685,regina
2021-10-17,2018,south west
2021-10-17,2745,south central
2021-10-17,4227,south east
2021-10-17,74394,total
2021-10-18,4151,far north west
2021-10-18,541,far north central
2021-10-18,4183,far north east
2021-10-18,8106,north west
2021-10-18,7484,north central
2021-10-18,2707,north east
2021-10-18,17971,saskatoon
2021-10-18,1351,central west
2021-10-18,3775,central east
2021-10-18,14741,regina
2021-10-18,2037,south west
2021-10-18,2758,south central
2021-10-18,4241,south east
2021-10-18,74673,total
2021-10-19,4160,far north west
2021-10-19,541,far north central
2021-10-19,4194,far north east
2021-10-19,8138,north west
2021-10-19,7518,north central
2021-10-19,2710,north east
2021-10-19,18053,saskatoon
2021-10-19,1352,central west
2021-10-19,3799,central east
2021-10-19,14778,regina
2021-10-19,2043,south west
2021-10-19,2760,south central
2021-10-19,4252,south east
2021-10-19,74940,total
2021-10-20,4165,far north west
2021-10-20,541,far north central
2021-10-20,4200,far north east
2021-10-20,8185,north west
2021-10-20,7552,north central
2021-10-20,2711,north east
2021-10-20,18116,saskatoon
2021-10-20,1364,central west
2021-10-20,3818,central east
2021-10-20,14821,regina
2021-10-20,2048,south west
2021-10-20,2762,south central
2021-10-20,4276,south east
2021-10-20,75185,total
2021-10-21,4179,far north west
2021-10-21,541,far north central
2021-10-21,4214,far north east
2021-10-21,8242,north west
2021-10-21,7591,north central
2021-10-21,2719,north east
2021-10-21,18205,saskatoon
2021-10-21,1369,central west
2021-10-21,3854,central east
2021-10-21,14870,regina
2021-10-21,2057,south west
2021-10-21,2774,south central
2021-10-21,4297,south east
2021-10-21,75540,total
2021-10-22,4184,far north west
2021-10-22,541,far north central
2021-10-22,4234,far north east
2021-10-22,8273,north west
2021-10-22,7616,north central
2021-10-22,2725,north east
2021-10-22,18285,saskatoon
2021-10-22,1374,central west
2021-10-22,3890,central east
2021-10-22,14910,regina
2021-10-22,2057,south west
2021-10-22,2787,south central
2021-10-22,4340,south east
2021-10-22,75842,total
2021-10-23,4199,far north west
2021-10-23,541,far north central
2021-10-23,4240,far north east
2021-10-23,8293,north west
2021-10-23,7640,north central
2021-10-23,2736,north east
2021-10-23,18335,saskatoon
2021-10-23,1375,central west
2021-10-23,3913,central east
2021-10-23,14954,regina
2021-10-23,2066,south west
2021-10-23,2790,south central
2021-10-23,4367,south east
2021-10-23,76074,total
2021-10-24,4208,far north west
2021-10-24,541,far north central
2021-10-24,4247,far north east
2021-10-24,8313,north west
2021-10-24,7663,north central
2021-10-24,2739,north east
2021-10-24,18389,saskatoon
2021-10-24,1377,central west
2021-10-24,3953,central east
2021-10-24,14994,regina
2021-10-24,2068,south west
2021-10-24,2796,south central
2021-10-24,4397,south east
2021-10-24,76311,total
2021-10-25,4209,far north west
2021-10-25,541,far north central
2021-10-25,4262,far north east
2021-10-25,8330,north west
2021-10-25,7675,north central
2021-10-25,2747,north east
2021-10-25,18418,saskatoon
2021-10-25,1380,central west
2021-10-25,3973,central east
2021-10-25,15029,regina
2021-10-25,2072,south west
2021-10-25,2798,south central
2021-10-25,4405,south east
2021-10-25,76481,total
2021-10-26,4214,far north west
2021-10-26,541,far north central
2021-10-26,4277,far north east
2021-10-26,8338,north west
2021-10-26,7685,north central
2021-10-26,2749,north east
2021-10-26,18454,saskatoon
2021-10-26,1382,central west
2021-10-26,3989,central east
2021-10-26,15065,regina
2021-10-26,2073,south west
2021-10-26,2802,south central
2021-10-26,4411,south east
2021-10-26,76607,total
2021-10-27,4233,far north west
2021-10-27,541,far north central
2021-10-27,4287,far north east
2021-10-27,8359,north west
2021-10-27,7703,north central
2021-10-27,2752,north east
2021-10-27,18508,saskatoon
2021-10-27,1383,central west
2021-10-27,4014,central east
2021-10-27,15104,regina
2021-10-27,2076,south west
2021-10-27,2807,south central
2021-10-27,4436,south east
2021-10-27,76830,total
2021-10-28,4237,far north west
2021-10-28,541,far north central
2021-10-28,4299,far north east
2021-10-28,8375,north west
2021-10-28,7723,north central
2021-10-28,2757,north east
2021-10-28,18571,saskatoon
2021-10-28,1383,central west
2021-10-28,4039,central east
2021-10-28,15151,regina
2021-10-28,2083,south west
2021-10-28,2817,south central
2021-10-28,4468,south east
2021-10-28,77067,total
2021-10-29,4241,far north west
2021-10-29,541,far north central
2021-10-29,4308,far north east
2021-10-29,8412,north west
2021-10-29,7738,north central
2021-10-29,2762,north east
2021-10-29,18634,saskatoon
2021-10-29,1386,central west
2021-10-29,4068,central east
2021-10-29,15191,regina
2021-10-29,2086,south west
2021-10-29,2824,south central
2021-10-29,4496,south east
2021-10-29,77305,total
2021-10-30,4246,far north west
2021-10-30,541,far north central
2021-10-30,4310,far north east
2021-10-30,8419,north west
2021-10-30,7763,north central
2021-10-30,2771,north east
2021-10-30,18676,saskatoon
2021-10-30,1387,central west
2021-10-30,4099,central east
2021-10-30,15233,regina
2021-10-30,2090,south west
2021-10-30,2827,south central
2021-10-30,4515,south east
2021-10-30,77494,total
2021-10-31,4259,far north west
2021-10-31,541,far north central
2021-10-31,4310,far north east
2021-10-31,8438,north west
2021-10-31,7778,north central
2021-10-31,2782,north east
2021-10-31,18704,saskatoon
2021-10-31,1390,central west
2021-10-31,4120,central east
2021-10-31,15263,regina
2021-10-31,2095,south west
2021-10-31,2833,south central
2021-10-31,4529,south east
2021-10-31,77664,total
2021-11-01,4260,far north west
2021-11-01,541,far north central
2021-11-01,4313,far north east
2021-11-01,8452,north west
2021-11-01,7795,north central
2021-11-01,2789,north east
2021-11-01,18735,saskatoon
2021-11-01,1392,central west
2021-11-01,4140,central east
2021-11-01,15289,regina
2021-11-01,2099,south west
2021-11-01,2834,south central
2021-11-01,4536,south east
2021-11-01,77793,total
2021-11-02,4270,far north west
2021-11-02,541,far north central
2021-11-02,4318,far north east
2021-11-02,8466,north west
2021-11-02,7798,north central
2021-11-02,2791,north east
2021-11-02,18766,saskatoon
2021-11-02,1393,central west
2021-11-02,4158,central east
2021-11-02,15314,regina
2021-11-02,2099,south west
2021-11-02,2838,south central
2021-11-02,4539,south east
2021-11-02,77902,total
2021-11-03,4279,far north west
2021-11-03,541,far north central
2021-11-03,4328,far north east
2021-11-03,8480,north west
2021-11-03,7816,north central
2021-11-03,2794,north east
2021-11-03,18817,saskatoon
2021-11-03,1395,central west
2021-11-03,4182,central east
2021-11-03,15341,regina
2021-11-03,2103,south west
2021-11-03,2840,south central
2021-11-03,4556,south east
2021-11-03,78075,total
2021-11-04,4298,far north west
2021-11-04,541,far north central
2021-11-04,4332,far north east
2021-11-04,8493,north west
2021-11-04,7846,north central
2021-11-04,2794,north east
2021-11-04,18850,saskatoon
2021-11-04,1395,central west
2021-11-04,4206,central east
2021-11-04,15370,regina
2021-11-04,2108,south west
2021-11-04,2843,south central
2021-11-04,4583,south east
2021-11-04,78262,total
2021-11-05,4304,far north west
2021-11-05,541,far north central
2021-11-05,4336,far north east
2021-11-05,8509,north west
2021-11-05,7852,north central
2021-11-05,2796,north east
2021-11-05,18874,saskatoon
2021-11-05,1397,central west
2021-11-05,4228,central east
2021-11-05,15403,regina
2021-11-05,2112,south west
2021-11-05,2848,south central
2021-11-05,4606,south east
2021-11-05,78403,total
2021-11-06,4309,far north west
2021-11-06,541,far north central
2021-11-06,4349,far north east
2021-11-06,8529,north west
2021-11-06,7867,north central
2021-11-06,2797,north east
2021-11-06,18902,saskatoon
2021-11-06,1400,central west
2021-11-06,4252,central east
2021-11-06,15448,regina
2021-11-06,2112,south west
2021-11-06,2857,south central
2021-11-06,4624,south east
2021-11-06,78567,total
2021-11-07,4310,far north west
2021-11-07,541,far north central
2021-11-07,4349,far north east
2021-11-07,8551,north west
2021-11-07,7900,north central
2021-11-07,2801,north east
2021-11-07,18934,saskatoon
2021-11-07,1401,central west
2021-11-07,4270,central east
2021-11-07,15477,regina
2021-11-07,2116,south west
2021-11-07,2858,south central
2021-11-07,4645,south east
2021-11-07,78724,total
2021-11-08,4311,far north west
2021-11-08,541,far north central
2021-11-08,4351,far north east
2021-11-08,8563,north west
2021-11-08,7907,north central
2021-11-08,2802,north east
2021-11-08,18947,saskatoon
2021-11-08,1402,central west
2021-11-08,4289,central east
2021-11-08,15497,regina
2021-11-08,2120,south west
2021-11-08,2872,south central
2021-11-08,4654,south east
2021-11-08,78824,total
2021-11-09,4316,far north west
2021-11-09,541,far north central
2021-11-09,4353,far north east
2021-11-09,8565,north west
2021-11-09,7913,north central
2021-11-09,2803,north east
2021-11-09,18967,saskatoon
2021-11-09,1402,central west
2021-11-09,4308,central east
2021-11-09,15506,regina
2021-11-09,2120,south west
2021-11-09,2875,south central
2021-11-09,4665,south east
2021-11-09,78910,total
2021-11-10,4323,far north west
2021-11-10,541,far north central
2021-11-10,4356,far north east
2021-11-10,8582,north west
2021-11-10,7928,north central
2021-11-10,2803,north east
2021-11-10,18997,saskatoon
2021-11-10,1403,central west
2021-11-10,4323,central east
2021-11-10,15514,regina
2021-11-10,2126,south west
2021-11-10,2879,south central
2021-11-10,4683,south east
2021-11-10,79030,total
2021-11-11,4326,far north west
2021-11-11,541,far north central
2021-11-11,4361,far north east
2021-11-11,8602,north west
2021-11-11,7941,north central
2021-11-11,2803,north east
2021-11-11,19023,saskatoon
2021-11-11,1408,central west
2021-11-11,4350,central east
2021-11-11,15551,regina
2021-11-11,2131,south west
2021-11-11,2885,south central
2021-11-11,4721,south east
2021-11-11,79212,total
2021-11-12,4328,far north west
2021-11-12,541,far north central
2021-11-12,4361,far north east
2021-11-12,8613,north west
2021-11-12,7953,north central
2021-11-12,2803,north east
2021-11-12,19044,saskatoon
2021-11-12,1408,central west
2021-11-12,4378,central east
2021-11-12,15578,regina
2021-11-12,2136,south west
2021-11-12,2889,south central
2021-11-12,4735,south east
2021-11-12,79334,total
2021-11-13,4332,far north west
2021-11-13,541,far north central
2021-11-13,4361,far north east
2021-11-13,8613,north west
2021-11-13,7957,north central
2021-11-13,2803,north east
2021-11-13,19046,saskatoon
2021-11-13,1409,central west
2021-11-13,4392,central east
2021-11-13,15594,regina
2021-11-13,2137,south west
2021-11-13,2891,south central
2021-11-13,4743,south east
2021-11-13,79387,total
2021-11-14,4334,far north west
2021-11-14,541,far north central
2021-11-14,4362,far north east
2021-11-14,8622,north west
2021-11-14,7983,north central
2021-11-14,2807,north east
2021-11-14,19070,saskatoon
2021-11-14,1411,central west
2021-11-14,4399,central east
2021-11-14,15613,regina
2021-11-14,2139,south west
2021-11-14,2893,south central
2021-11-14,4758,south east
2021-11-14,79497,total
2021-11-15,4334,far north west
2021-11-15,541,far north central
2021-11-15,4362,far north east
2021-11-15,8637,north west
2021-11-15,7999,north central
2021-11-15,2807,north east
2021-11-15,19092,saskatoon
2021-11-15,1413,central west
2021-11-15,4403,central east
2021-11-15,15630,regina
2021-11-15,2142,south west
2021-11-15,2907,south central
2021-11-15,4766,south east
2021-11-15,79594,total
2021-11-16,4342,far north west
2021-11-16,541,far north central
2021-11-16,4362,far north east
2021-11-16,8646,north west
2021-11-16,8002,north central
2021-11-16,2810,north east
2021-11-16,19054,saskatoon
2021-11-16,1415,central west
2021-11-16,4418,central east
2021-11-16,15649,regina
2021-11-16,2142,south west
2021-11-16,2908,south central
2021-11-16,4765,south east
2021-11-16,79610,total
2021-11-17,4353,far north west
2021-11-17,541,far north central
2021-11-17,4364,far north east
2021-11-17,8665,north west
2021-11-17,8016,north central
2021-11-17,2810,north east
2021-11-17,19094,saskatoon
2021-11-17,1418,central west
2021-11-17,4437,central east
2021-11-17,15666,regina
2021-11-17,2153,south west
2021-11-17,2911,south central
2021-11-17,4801,south east
2021-11-17,79783,total
2021-11-18,4371,far north west
2021-11-18,541,far north central
2021-11-18,4381,far north east
2021-11-18,8680,north west
2021-11-18,8021,north central
2021-11-18,2812,north east
2021-11-18,19122,saskatoon
2021-11-18,1422,central west
2021-11-18,4448,central east
2021-11-18,15671,regina
2021-11-18,2160,south west
2021-11-18,2920,south central
2021-11-18,4821,south east
2021-11-18,79937,total
2021-11-19,4371,far north west
2021-11-19,541,far north central
2021-11-19,4381,far north east
2021-11-19,8684,north west
2021-11-19,8027,north central
2021-11-19,2813,north east
2021-11-19,19151,saskatoon
2021-11-19,1427,central west
2021-11-19,4477,central east
2021-11-19,15685,regina
2021-11-19,2162,south west
2021-11-19,2923,south central
2021-11-19,4827,south east
2021-11-19,80025,total
2021-11-20,4377,far north west
2021-11-20,541,far north central
2021-11-20,4386,far north east
2021-11-20,8728,north west
2021-11-20,8060,north central
2021-11-20,2816,north east
2021-11-20,19208,saskatoon
2021-11-20,1429,central west
2021-11-20,4493,central east
2021-11-20,15724,regina
2021-11-20,2169,south west
2021-11-20,2926,south central
2021-11-20,4857,south east
2021-11-20,80278,total
2021-11-21,4380,far north west
2021-11-21,541,far north central
2021-11-21,4386,far north east
2021-11-21,8731,north west
2021-11-21,8072,north central
2021-11-21,2822,north east
2021-11-21,19216,saskatoon
2021-11-21,1429,central west
2021-11-21,4496,central east
2021-11-21,15733,regina
2021-11-21,2172,south west
2021-11-21,2932,south central
2021-11-21,4864,south east
2021-11-21,80340,total
2021-11-22,4380,far north west
2021-11-22,541,far north central
2021-11-22,4390,far north east
2021-11-22,8734,north west
2021-11-22,8089,north central
2021-11-22,2822,north east
2021-11-22,19227,saskatoon
2021-11-22,1429,central west
2021-11-22,4500,central east
2021-11-22,15743,regina
2021-11-22,2174,south west
2021-11-22,2943,south central
2021-11-22,4875,south east
2021-11-22,80413,total
2021-11-23,4382,far north west
2021-11-23,541,far north central
2021-11-23,4396,far north east
2021-11-23,8737,north west
2021-11-23,8096,north central
2021-11-23,2822,north east
2021-11-23,19240,saskatoon
2021-11-23,1432,central west
2021-11-23,4513,central east
2021-11-23,15749,regina
2021-11-23,2174,south west
2021-11-23,2946,south central
2021-11-23,4890,south east
2021-11-23,80481,total
2021-11-24,4388,far north west
2021-11-24,541,far north central
2021-11-24,4401,far north east
2021-11-24,8750,north west
2021-11-24,8103,north central
2021-11-24,2825,north east
2021-11-24,19260,saskatoon
2021-11-24,1434,central west
2021-11-24,4524,central east
2021-11-24,15761,regina
2021-11-24,2174,south west
2021-11-24,2949,south central
2021-11-24,4909,south east
2021-11-24,80571,total
2021-11-25,4390,far north west
2021-11-25,541,far north central
2021-11-25,4407,far north east
2021-11-25,8762,north west
2021-11-25,8107,north central
2021-11-25,2828,north east
2021-11-25,19272,saskatoon
2021-11-25,1435,central west
2021-11-25,4544,central east
2021-11-25,15781,regina
2021-11-25,2180,south west
2021-11-25,2954,south central
2021-11-25,4928,south east
2021-11-25,80667,total
2021-11-26,4391,far north west
2021-11-26,541,far north central
2021-11-26,4408,far north east
2021-11-26,8772,north west
2021-11-26,8132,north central
2021-11-26,2830,north east
2021-11-26,19284,saskatoon
2021-11-26,1435,central west
2021-11-26,4568,central east
2021-11-26,15793,regina
2021-11-26,2181,south west
2021-11-26,2961,south central
2021-11-26,4947,south east
2021-11-26,80775,total
2021-11-27,4391,far north west
2021-11-27,541,far north central
2021-11-27,4408,far north east
2021-11-27,8781,north west
2021-11-27,8133,north central
2021-11-27,2833,north east
2021-11-27,19297,saskatoon
2021-11-27,1436,central west
2021-11-27,4585,central east
2021-11-27,15804,regina
2021-11-27,2183,south west
2021-11-27,2961,south central
2021-11-27,4962,south east
2021-11-27,80848,total
2021-11-28,4391,far north west
2021-11-28,541,far north central
2021-11-28,4408,far north east
2021-11-28,8788,north west
2021-11-28,8142,north central
2021-11-28,2833,north east
2021-11-28,19308,saskatoon
2021-11-28,1436,central west
2021-11-28,4591,central east
2021-11-28,15814,regina
2021-11-28,2184,south west
2021-11-28,2965,south central
2021-11-28,4973,south east
2021-11-28,80901,total
2021-11-29,4391,far north west
2021-11-29,541,far north central
2021-11-29,4409,far north east
2021-11-29,8793,north west
2021-11-29,8147,north central
2021-11-29,2834,north east
2021-11-29,19316,saskatoon
2021-11-29,1436,central west
2021-11-29,4597,central east
2021-11-29,15827,regina
2021-11-29,2185,south west
2021-11-29,2967,south central
2021-11-29,4979,south east
2021-11-29,80950,total
2021-11-30,4393,far north west
2021-11-30,541,far north central
2021-11-30,4409,far north east
2021-11-30,8795,north west
2021-11-30,8149,north central
2021-11-30,2834,north east
2021-11-30,19325,saskatoon
2021-11-30,1436,central west
2021-11-30,4606,central east
2021-11-30,15834,regina
2021-11-30,2187,south west
2021-11-30,2970,south central
2021-11-30,4982,south east
2021-11-30,80992,total
2021-12-01,4394,far north west
2021-12-01,541,far north central
2021-12-01,4412,far north east
2021-12-01,8801,north west
2021-12-01,8159,north central
2021-12-01,2834,north east
2021-12-01,19331,saskatoon
2021-12-01,1437,central west
2021-12-01,4615,central east
2021-12-01,15842,regina
2021-12-01,2190,south west
2021-12-01,2972,south central
2021-12-01,5013,south east
2021-12-01,81074,total
2021-12-02,4397,far north west
2021-12-02,541,far north central
2021-12-02,4414,far north east
2021-12-02,8812,north west
2021-12-02,8164,north central
2021-12-02,2837,north east
2021-12-02,19344,saskatoon
2021-12-02,1437,central west
2021-12-02,4629,central east
2021-12-02,15850,regina
2021-12-02,2191,south west
2021-12-02,2974,south central
2021-12-02,5023,south east
2021-12-02,81145,total
2021-12-03,4397,far north west
2021-12-03,541,far north central
2021-12-03,4415,far north east
2021-12-03,8818,north west
2021-12-03,8176,north central
2021-12-03,2837,north east
2021-12-03,19362,saskatoon
2021-12-03,1438,central west
2021-12-03,4638,central east
2021-12-03,15866,regina
2021-12-03,2191,south west
2021-12-03,2976,south central
2021-12-03,5037,south east
2021-12-03,81225,total
2021-12-04,4398,far north west
2021-12-04,541,far north central
2021-12-04,4421,far north east
2021-12-04,8824,north west
2021-12-04,8185,north central
2021-12-04,2837,north east
2021-12-04,19377,saskatoon
2021-12-04,1439,central west
2021-12-04,4644,central east
2021-12-04,15873,regina
2021-12-04,2191,south west
2021-12-04,2980,south central
2021-12-04,5048,south east
2021-12-04,81293,total
2021-12-05,4398,far north west
2021-12-05,541,far north central
2021-12-05,4421,far north east
2021-12-05,8829,north west
2021-12-05,8196,north central
2021-12-05,2837,north east
2021-12-05,19392,saskatoon
2021-12-05,1439,central west
2021-12-05,4655,central east
2021-12-05,15881,regina
2021-12-05,2192,south west
2021-12-05,2988,south central
2021-12-05,5059,south east
2021-12-05,81363,total
2021-12-06,4400,far north west
2021-12-06,541,far north central
2021-12-06,4422,far north east
2021-12-06,8831,north west
2021-12-06,8198,north central
2021-12-06,2837,north east
2021-12-06,19406,saskatoon
2021-12-06,1440,central west
2021-12-06,4663,central east
2021-12-06,15894,regina
2021-12-06,2192,south west
2021-12-06,2991,south central
2021-12-06,5061,south east
2021-12-06,81410,total
2021-12-07,4402,far north west
2021-12-07,541,far north central
2021-12-07,4426,far north east
2021-12-07,8835,north west
2021-12-07,8205,north central
2021-12-07,2837,north east
2021-12-07,19420,saskatoon
2021-12-07,1441,central west
2021-12-07,4674,central east
2021-12-07,15899,regina
2021-12-07,2193,south west
2021-12-07,2992,south central
2021-12-07,5061,south east
2021-12-07,81462,total
2021-12-08,4403,far north west
2021-12-08,541,far north central
2021-12-08,4426,far north east
2021-12-08,8842,north west
2021-12-08,8208,north central
2021-12-08,2837,north east
2021-12-08,19432,saskatoon
2021-12-08,1441,central west
2021-12-08,4682,central east
2021-12-08,15907,regina
2021-12-08,2193,south west
2021-12-08,2994,south central
2021-12-08,5067,south east
2021-12-08,81510,total
2021-12-09,4404,far north west
2021-12-09,541,far north central
2021-12-09,4426,far north east
2021-12-09,8845,north west
2021-12-09,8217,north central
2021-12-09,2837,north east
2021-12-09,19446,saskatoon
2021-12-09,1443,central west
2021-12-09,4689,central east
2021-12-09,15920,regina
2021-12-09,2194,south west
2021-12-09,2999,south central
2021-12-09,5077,south east
2021-12-09,81572,total
2021-12-10,4404,far north west
2021-12-10,541,far north central
2021-12-10,4426,far north east
2021-12-10,8847,north west
2021-12-10,8222,north central
2021-12-10,2837,north east
2021-12-10,19467,saskatoon
2021-12-10,1444,central west
2021-12-10,4695,central east
2021-12-10,15935,regina
2021-12-10,2195,south west
2021-12-10,3005,south central
2021-12-10,5089,south east
2021-12-10,81646,total
2021-12-11,4408,far north west
2021-12-11,541,far north central
2021-12-11,4435,far north east
2021-12-11,8856,north west
2021-12-11,8228,north central
2021-12-11,2837,north east
2021-12-11,19499,saskatoon
2021-12-11,1446,central west
2021-12-11,4721,central east
2021-12-11,15951,regina
2021-12-11,2198,south west
2021-12-11,3009,south central
2021-12-11,5107,south east
2021-12-11,81780,total
2021-12-12,4409,far north west
2021-12-12,541,far north central
2021-12-12,4435,far north east
2021-12-12,8858,north west
2021-12-12,8233,north central
2021-12-12,2837,north east
2021-12-12,19508,saskatoon
2021-12-12,1446,central west
2021-12-12,4726,central east
2021-12-12,15961,regina
2021-12-12,2199,south west
2021-12-12,3010,south central
2021-12-12,5112,south east
2021-12-12,81817,total
2021-12-13,4409,far north west
2021-12-13,541,far north central
2021-12-13,4435,far north east
2021-12-13,8859,north west
2021-12-13,8238,north central
2021-12-13,2837,north east
2021-12-13,19517,saskatoon
2021-12-13,1446,central west
2021-12-13,4730,central east
2021-12-13,15974,regina
2021-12-13,2199,south west
2021-12-13,3010,south central
2021-12-13,5114,south east
2021-12-13,81852,total
2021-12-14,4410,far north west
2021-12-14,541,far north central
2021-12-14,4435,far north east
2021-12-14,8863,north west
2021-12-14,8243,north central
2021-12-14,2837,north east
2021-12-14,19530,saskatoon
2021-12-14,1446,central west
2021-12-14,4735,central east
2021-12-14,15987,regina
2021-12-14,2199,south west
2021-12-14,3011,south central
2021-12-14,5118,south east
2021-12-14,81899,total
2021-12-15,4412,far north west
2021-12-15,541,far north central
2021-12-15,4436,far north east
2021-12-15,8863,north west
2021-12-15,8252,north central
2021-12-15,2846,north east
2021-12-15,19537,saskatoon
2021-12-15,1446,central west
2021-12-15,4739,central east
2021-12-15,16003,regina
2021-12-15,2201,south west
2021-12-15,3012,south central
2021-12-15,5126,south east
2021-12-15,81961,total
2021-12-16,4412,far north west
2021-12-16,541,far north central
2021-12-16,4436,far north east
2021-12-16,8866,north west
2021-12-16,8255,north central
2021-12-16,2846,north east
2021-12-16,19558,saskatoon
2021-12-16,1447,central west
2021-12-16,4745,central east
2021-12-16,16021,regina
2021-12-16,2201,south west
2021-12-16,3012,south central
2021-12-16,5127,south east
2021-12-16,82015,total
2021-12-17,4415,far north west
2021-12-17,541,far north central
2021-12-17,4436,far north east
2021-12-17,8870,north west
2021-12-17,8256,north central
2021-12-17,2848,north east
2021-12-17,19587,saskatoon
2021-12-17,1447,central west
2021-12-17,4748,central east
2021-12-17,16033,regina
2021-12-17,2201,south west
2021-12-17,3013,south central
2021-12-17,5130,south east
2021-12-17,82069,total
2021-12-18,4418,far north west
2021-12-18,541,far north central
2021-12-18,4436,far north east
2021-12-18,8872,north west
2021-12-18,8261,north central
2021-12-18,2850,north east
2021-12-18,19612,saskatoon
2021-12-18,1448,central west
2021-12-18,4751,central east
2021-12-18,16050,regina
2021-12-18,2201,south west
2021-12-18,3014,south central
2021-12-18,5133,south east
2021-12-18,82131,total
2021-12-19,4421,far north west
2021-12-19,541,far north central
2021-12-19,4436,far north east
2021-12-19,8871,north west
2021-12-19,8266,north central
2021-12-19,2850,north east
2021-12-19,19637,saskatoon
2021-12-19,1449,central west
2021-12-19,4760,central east
2021-12-19,16072,regina
2021-12-19,2204,south west
2021-12-19,3017,south central
2021-12-19,5141,south east
2021-12-19,82208,total
2021-12-20,4421,far north west
2021-12-20,541,far north central
2021-12-20,4436,far north east
2021-12-20,8872,north west
2021-12-20,8268,north central
2021-12-20,2850,north east
2021-12-20,19662,saskatoon
2021-12-20,1450,central west
