Date,Population,Region
2021-10-02,41089,south central
2021-10-02,56024,south east
2021-10-03,14769,far north west
2021-10-03,1435,far north central
2021-10-03,13116,far north east
2021-10-03,55899,north west
2021-10-03,57025,north central
2021-10-03,28499,north east
2021-10-03,228355,saskatoon
2021-10-03,24264,central west
2021-10-03,65869,central east
2021-10-03,192299,regina
2021-10-03,24419,south west
2021-10-03,41327,south central
2021-10-03,56197,south east
2021-10-04,14804,far north west
2021-10-04,1444,far north central
2021-10-04,13124,far north east
2021-10-04,56104,north west
2021-10-04,57172,north central
2021-10-04,28515,north east
2021-10-04,228797,saskatoon
2021-10-04,24284,central west
2021-10-04,65903,central east
2021-10-04,192540,regina
2021-10-04,24448,south west
2021-10-04,41349,south central
2021-10-04,56237,south east
2021-10-05,14815,far north west
2021-10-05,1467,far north central
2021-10-05,13148,far north east
2021-10-05,56130,north west
2021-10-05,57207,north central
2021-10-05,28545,north east
2021-10-05,228947,saskatoon
2021-10-05,24302,central west
2021-10-05,65987,central east
2021-10-05,192789,regina
2021-10-05,24487,south west
2021-10-05,41365,south central
2021-10-05,56267,south east
2021-10-06,14903,far north west
2021-10-06,1474,far north central
2021-10-06,13206,far north east
2021-10-06,56389,north west
2021-10-06,57469,north central
2021-10-06,28702,north east
2021-10-06,229505,saskatoon
2021-10-06,24379,central west
2021-10-06,66247,central east
2021-10-06,193181,regina
2021-10-06,24551,south west
2021-10-06,41436,south central
2021-10-06,56400,south east
2021-10-07,15072,far north west
2021-10-07,1495,far north central
2021-10-07,13267,far north east
2021-10-07,56608,north west
2021-10-07,57757,north central
2021-10-07,28784,north east
2021-10-07,230045,saskatoon
2021-10-07,24454,central west
2021-10-07,66474,central east
2021-10-07,193532,regina
2021-10-07,24642,south west
2021-10-07,41499,south central
2021-10-07,56532,south east
2021-10-08,15156,far north west
2021-10-08,1498,far north central
2021-10-08,13368,far north east
2021-10-08,56771,north west
2021-10-08,58074,north central
2021-10-08,28844,north east
2021-10-08,230587,saskatoon
2021-10-08,24542,central west
2021-10-08,66737,central east
2021-10-08,193872,regina
2021-10-08,24691,south west
2021-10-08,41680,south central
2021-10-08,56739,south east
2021-10-09,15318,far north west
2021-10-09,1531,far north central
2021-10-09,13448,far north east
2021-10-09,57114,north west
2021-10-09,58375,north central
2021-10-09,28949,north east
2021-10-09,231163,saskatoon
2021-10-09,24597,central west
2021-10-09,67042,central east
2021-10-09,194403,regina
2021-10-09,24802,south west
2021-10-09,41766,south central
2021-10-09,56890,south east
2021-10-10,15384,far north west
2021-10-10,1537,far north central
2021-10-10,13516,far north east
2021-10-10,57310,north west
2021-10-10,58567,north central
2021-10-10,29023,north east
2021-10-10,231763,saskatoon
2021-10-10,24667,central west
2021-10-10,67289,central east
2021-10-10,194804,regina
2021-10-10,24874,south west
2021-10-10,41992,south central
2021-10-10,57361,south east
2021-10-11,15391,far north west
2021-10-11,1540,far north central
2021-10-11,13532,far north east
2021-10-11,57411,north west
2021-10-11,58683,north central
2021-10-11,29044,north east
2021-10-11,232105,saskatoon
2021-10-11,24689,central west
2021-10-11,67322,central east
2021-10-11,195007,regina
2021-10-11,24909,south west
2021-10-11,42024,south central
2021-10-11,57419,south east
2021-10-12,15394,far north west
2021-10-12,1541,far north central
2021-10-12,13534,far north east
2021-10-12,57423,north west
2021-10-12,58720,north central
2021-10-12,29048,north east
2021-10-12,232139,saskatoon
2021-10-12,24689,central west
2021-10-12,67338,central east
2021-10-12,195124,regina
2021-10-12,24921,south west
2021-10-12,42038,south central
2021-10-12,57425,south east
2021-10-13,15485,far north west
2021-10-13,1550,far north central
2021-10-13,13584,far north east
2021-10-13,57611,north west
2021-10-13,58918,north central
2021-10-13,29137,north east
2021-10-13,232874,saskatoon
2021-10-13,24762,central west
2021-10-13,67532,central east
2021-10-13,195784,regina
2021-10-13,25009,south west
2021-10-13,42160,south central
2021-10-13,57602,south east
2021-10-14,15601,far north west
2021-10-14,1558,far north central
2021-10-14,13633,far north east
2021-10-14,57800,north west
2021-10-14,59127,north central
2021-10-14,29196,north east
2021-10-14,233164,saskatoon
2021-10-14,24801,central west
2021-10-14,67748,central east
2021-10-14,195995,regina
2021-10-14,25045,south west
2021-10-14,42220,south central
2021-10-14,57701,south east
2021-10-15,15660,far north west
2021-10-15,1573,far north central
2021-10-15,13703,far north east
2021-10-15,58042,north west
2021-10-15,59345,north central
2021-10-15,29239,north east
2021-10-15,233508,saskatoon
2021-10-15,24878,central west
2021-10-15,67933,central east
2021-10-15,196249,regina
2021-10-15,25113,south west
2021-10-15,42311,south central
2021-10-15,57825,south east
2021-10-16,15788,far north west
2021-10-16,1592,far north central
2021-10-16,13766,far north east
2021-10-16,58296,north west
2021-10-16,59545,north central
2021-10-16,29339,north east
2021-10-16,233938,saskatoon
2021-10-16,24925,central west
2021-10-16,68104,central east
2021-10-16,196484,regina
2021-10-16,25169,south west
2021-10-16,42388,south central
2021-10-16,57937,south east
2021-10-17,15845,far north west
2021-10-17,1611,far north central
2021-10-17,13809,far north east
2021-10-17,58408,north west
2021-10-17,59680,north central
2021-10-17,29387,north east
2021-10-17,234215,saskatoon
2021-10-17,24952,central west
2021-10-17,68249,central east
2021-10-17,196716,regina
2021-10-17,25241,south west
2021-10-17,42446,south central
2021-10-17,58035,south east
2021-10-18,15854,far north west
2021-10-18,1614,far north central
2021-10-18,13821,far north east
2021-10-18,58481,north west
2021-10-18,59748,north central
2021-10-18,29407,north east
2021-10-18,234416,saskatoon
2021-10-18,24960,central west
2021-10-18,68284,central east
2021-10-18,196843,regina
2021-10-18,25272,south west
2021-10-18,42462,south central
2021-10-18,58106,south east
2021-10-19,15896,far north west
2021-10-19,1614,far north central
2021-10-19,13825,far north east
2021-10-19,58497,north west
2021-10-19,59787,north central
2021-10-19,29410,north east
2021-10-19,234529,saskatoon
2021-10-19,24963,central west
2021-10-19,68355,central east
2021-10-19,196926,regina
2021-10-19,25310,south west
2021-10-19,42475,south central
2021-10-19,58137,south east
2021-10-20,15936,far north west
2021-10-20,1628,far north central
2021-10-20,13900,far north east
2021-10-20,58588,north west
2021-10-20,59937,north central
2021-10-20,29474,north east
2021-10-20,234785,saskatoon
2021-10-20,25008,central west
2021-10-20,68449,central east
2021-10-20,197076,regina
2021-10-20,25372,south west
2021-10-20,42516,south central
2021-10-20,58196,south east
2021-10-21,15998,far north west
2021-10-21,1629,far north central
2021-10-21,13960,far north east
2021-10-21,58764,north west
2021-10-21,60124,north central
2021-10-21,29518,north east
2021-10-21,235059,saskatoon
2021-10-21,25041,central west
2021-10-21,68580,central east
2021-10-21,197226,regina
2021-10-21,25416,south west
2021-10-21,42589,south central
2021-10-21,58341,south east
2021-10-22,16066,far north west
2021-10-22,1651,far north central
2021-10-22,14010,far north east
2021-10-22,58920,north west
2021-10-22,60303,north central
2021-10-22,29584,north east
2021-10-22,235343,saskatoon
2021-10-22,25091,central west
2021-10-22,68719,central east
2021-10-22,197403,regina
2021-10-22,25448,south west
2021-10-22,42639,south central
2021-10-22,58475,south east
2021-10-23,16137,far north west
2021-10-23,1667,far north central
2021-10-23,14057,far north east
2021-10-23,59097,north west
2021-10-23,60472,north central
2021-10-23,29664,north east
2021-10-23,235630,saskatoon
2021-10-23,25130,central west
2021-10-23,68852,central east
2021-10-23,197590,regina
2021-10-23,25483,south west
2021-10-23,42671,south central
2021-10-23,58552,south east
2021-10-24,16251,far north west
2021-10-24,1670,far north central
2021-10-24,14074,far north east
2021-10-24,59157,north west
2021-10-24,60540,north central
2021-10-24,29691,north east
2021-10-24,235876,saskatoon
2021-10-24,25145,central west
2021-10-24,68952,central east
2021-10-24,197759,regina
2021-10-24,25513,south west
2021-10-24,42821,south central
2021-10-24,58697,south east
2021-10-25,16260,far north west
2021-10-25,1670,far north central
2021-10-25,14081,far north east
2021-10-25,59228,north west
2021-10-25,60575,north central
2021-10-25,29698,north east
2021-10-25,236070,saskatoon
2021-10-25,25149,central west
2021-10-25,68998,central east
2021-10-25,197855,regina
2021-10-25,25552,south west
2021-10-25,42849,south central
2021-10-25,58717,south east
2021-10-26,16276,far north west
2021-10-26,1676,far north central
2021-10-26,14093,far north east
2021-10-26,59261,north west
2021-10-26,60601,north central
2021-10-26,29704,north east
2021-10-26,236177,saskatoon
2021-10-26,25152,central west
2021-10-26,69037,central east
2021-10-26,197929,regina
2021-10-26,25565,south west
2021-10-26,42851,south central
2021-10-26,58741,south east
2021-10-27,16293,far north west
2021-10-27,1678,far north central
2021-10-27,14126,far north east
2021-10-27,59382,north west
2021-10-27,60714,north central
2021-10-27,29733,north east
2021-10-27,236352,saskatoon
2021-10-27,25207,central west
2021-10-27,69134,central east
2021-10-27,198065,regina
2021-10-27,25581,south west
2021-10-27,42892,south central
2021-10-27,58827,south east
2021-10-28,16368,far north west
2021-10-28,1693,far north central
2021-10-28,14162,far north east
2021-10-28,59492,north west
2021-10-28,60808,north central
2021-10-28,29762,north east
2021-10-28,236544,saskatoon
2021-10-28,25220,central west
2021-10-28,69241,central east
2021-10-28,198242,regina
2021-10-28,25631,south west
2021-10-28,42933,south central
2021-10-28,58947,south east
2021-10-29,16425,far north west
2021-10-29,1696,far north central
2021-10-29,14211,far north east
2021-10-29,59652,north west
2021-10-29,60929,north central
2021-10-29,29815,north east
2021-10-29,236788,saskatoon
2021-10-29,25242,central west
2021-10-29,69354,central east
2021-10-29,198440,regina
2021-10-29,25667,south west
2021-10-29,42984,south central
2021-10-29,59083,south east
2021-10-30,16469,far north west
2021-10-30,1707,far north central
2021-10-30,14252,far north east
2021-10-30,59759,north west
2021-10-30,61008,north central
2021-10-30,29903,north east
2021-10-30,237004,saskatoon
2021-10-30,25289,central west
2021-10-30,69441,central east
2021-10-30,198612,regina
2021-10-30,25695,south west
2021-10-30,43079,south central
2021-10-30,59172,south east
2021-10-31,16509,far north west
2021-10-31,1715,far north central
2021-10-31,14268,far north east
2021-10-31,59815,north west
2021-10-31,61084,north central
2021-10-31,29933,north east
2021-10-31,237236,saskatoon
2021-10-31,25304,central west
2021-10-31,69483,central east
2021-10-31,198742,regina
2021-10-31,25715,south west
2021-10-31,43097,south central
2021-10-31,59233,south east
2021-11-01,16555,far north west
2021-11-01,1717,far north central
2021-11-01,14268,far north east
2021-11-01,59878,north west
2021-11-01,61114,north central
2021-11-01,29952,north east
2021-11-01,237400,saskatoon
2021-11-01,25312,central west
2021-11-01,69506,central east
2021-11-01,198834,regina
2021-11-01,25742,south west
2021-11-01,43119,south central
2021-11-01,59251,south east
2021-11-02,16559,far north west
2021-11-02,1717,far north central
2021-11-02,14294,far north east
2021-11-02,59902,north west
2021-11-02,61131,north central
2021-11-02,29954,north east
2021-11-02,237476,saskatoon
2021-11-02,25313,central west
2021-11-02,69525,central east
2021-11-02,198899,regina
2021-11-02,25747,south west
2021-11-02,43125,south central
2021-11-02,59265,south east
2021-11-03,16573,far north west
2021-11-03,1718,far north central
2021-11-03,14315,far north east
2021-11-03,59989,north west
2021-11-03,61176,north central
2021-11-03,29971,north east
2021-11-03,237643,saskatoon
2021-11-03,25333,central west
2021-11-03,69582,central east
2021-11-03,199027,regina
2021-11-03,25779,south west
2021-11-03,43141,south central
2021-11-03,59302,south east
2021-11-04,16609,far north west
2021-11-04,1721,far north central
2021-11-04,14348,far north east
2021-11-04,60098,north west
2021-11-04,61266,north central
2021-11-04,29992,north east
2021-11-04,237827,saskatoon
2021-11-04,25368,central west
2021-11-04,69698,central east
2021-11-04,199184,regina
2021-11-04,25794,south west
2021-11-04,43198,south central
2021-11-04,59424,south east
2021-11-05,16676,far north west
2021-11-05,1723,far north central
2021-11-05,14386,far north east
2021-11-05,60205,north west
2021-11-05,61383,north central
2021-11-05,30042,north east
2021-11-05,238019,saskatoon
2021-11-05,25395,central west
2021-11-05,69791,central east
2021-11-05,199361,regina
2021-11-05,25822,south west
2021-11-05,43248,south central
2021-11-05,59489,south east
2021-11-06,16703,far north west
2021-11-06,1731,far north central
2021-11-06,14417,far north east
2021-11-06,60298,north west
2021-11-06,61478,north central
2021-11-06,30086,north east
2021-11-06,238239,saskatoon
2021-11-06,25425,central west
2021-11-06,69881,central east
2021-11-06,199554,regina
2021-11-06,25875,south west
2021-11-06,43289,south central
2021-11-06,59561,south east
2021-11-07,16722,far north west
2021-11-07,1734,far north central
2021-11-07,14439,far north east
2021-11-07,60379,north west
2021-11-07,61557,north central
2021-11-07,30110,north east
2021-11-07,238416,saskatoon
2021-11-07,25443,central west
2021-11-07,69924,central east
2021-11-07,199680,regina
2021-11-07,25897,south west
2021-11-07,43319,south central
2021-11-07,59610,south east
2021-11-08,16724,far north west
2021-11-08,1751,far north central
2021-11-08,14442,far north east
2021-11-08,60437,north west
2021-11-08,61577,north central
2021-11-08,30117,north east
2021-11-08,238537,saskatoon
2021-11-08,25449,central west
2021-11-08,69953,central east
2021-11-08,199748,regina
2021-11-08,25905,south west
2021-11-08,43378,south central
2021-11-08,59626,south east
2021-11-09,16768,far north west
2021-11-09,1754,far north central
2021-11-09,14472,far north east
2021-11-09,60452,north west
2021-11-09,61599,north central
2021-11-09,30122,north east
2021-11-09,238640,saskatoon
2021-11-09,25452,central west
2021-11-09,69973,central east
2021-11-09,199807,regina
2021-11-09,25915,south west
2021-11-09,43389,south central
2021-11-09,59640,south east
2021-11-10,16798,far north west
2021-11-10,1757,far north central
2021-11-10,14496,far north east
2021-11-10,60576,north west
2021-11-10,61663,north central
2021-11-10,30160,north east
2021-11-10,238850,saskatoon
2021-11-10,25470,central west
2021-11-10,70041,central east
2021-11-10,199937,regina
2021-11-10,25933,south west
2021-11-10,43414,south central
2021-11-10,59712,south east
2021-11-11,16827,far north west
2021-11-11,1762,far north central
2021-11-11,14529,far north east
2021-11-11,60660,north west
2021-11-11,61770,north central
2021-11-11,30187,north east
2021-11-11,239021,saskatoon
2021-11-11,25498,central west
2021-11-11,70148,central east
2021-11-11,200066,regina
2021-11-11,25962,south west
2021-11-11,43473,south central
2021-11-11,59798,south east
2021-11-12,16910,far north west
2021-11-12,1769,far north central
2021-11-12,14557,far north east
2021-11-12,60720,north west
2021-11-12,61851,north central
2021-11-12,30203,north east
2021-11-12,239198,saskatoon
2021-11-12,25527,central west
2021-11-12,70196,central east
2021-11-12,200164,regina
2021-11-12,25994,south west
2021-11-12,43515,south central
2021-11-12,59879,south east
2021-11-13,16914,far north west
2021-11-13,1769,far north central
2021-11-13,14560,far north east
2021-11-13,60775,north west
2021-11-13,61873,north central
2021-11-13,30209,north east
2021-11-13,239249,saskatoon
2021-11-13,25530,central west
2021-11-13,70205,central east
2021-11-13,200229,regina
2021-11-13,26007,south west
2021-11-13,43522,south central
2021-11-13,59893,south east
2021-11-14,16925,far north west
2021-11-14,1771,far north central
2021-11-14,14571,far north east
2021-11-14,60823,north west
2021-11-14,61915,north central
2021-11-14,30226,north east
2021-11-14,239383,saskatoon
2021-11-14,25542,central west
2021-11-14,70229,central east
2021-11-14,200312,regina
2021-11-14,26025,south west
2021-11-14,43547,south central
2021-11-14,59938,south east
2021-11-15,16954,far north west
2021-11-15,1771,far north central
2021-11-15,14577,far north east
2021-11-15,60867,north west
2021-11-15,61933,north central
2021-11-15,30230,north east
2021-11-15,239445,saskatoon
2021-11-15,25547,central west
2021-11-15,70239,central east
2021-11-15,200356,regina
2021-11-15,26034,south west
2021-11-15,43550,south central
2021-11-15,59951,south east
2021-11-16,16962,far north west
2021-11-16,1771,far north central
2021-11-16,14587,far north east
2021-11-16,60884,north west
2021-11-16,61938,north central
2021-11-16,30239,north east
2021-11-16,239532,saskatoon
2021-11-16,25550,central west
2021-11-16,70268,central east
2021-11-16,200380,regina
2021-11-16,26040,south west
2021-11-16,43560,south central
2021-11-16,59960,south east
2021-11-17,16990,far north west
2021-11-17,1772,far north central
2021-11-17,14600,far north east
2021-11-17,60915,north west
2021-11-17,61977,north central
2021-11-17,30263,north east
2021-11-17,239653,saskatoon
2021-11-17,25563,central west
2021-11-17,70340,central east
2021-11-17,200491,regina
2021-11-17,26054,south west
2021-11-17,43620,south central
2021-11-17,60001,south east
2021-11-18,17006,far north west
2021-11-18,1782,far north central
2021-11-18,14613,far north east
2021-11-18,60941,north west
2021-11-18,62016,north central
2021-11-18,30273,north east
2021-11-18,239735,saskatoon
2021-11-18,25570,central west
2021-11-18,70379,central east
2021-11-18,200563,regina
2021-11-18,26068,south west
2021-11-18,43647,south central
2021-11-18,60044,south east
2021-11-19,17043,far north west
2021-11-19,1790,far north central
2021-11-19,14623,far north east
2021-11-19,60994,north west
2021-11-19,62071,north central
2021-11-19,30292,north east
2021-11-19,239831,saskatoon
2021-11-19,25585,central west
2021-11-19,70406,central east
2021-11-19,200668,regina
2021-11-19,26079,south west
2021-11-19,43674,south central
2021-11-19,60073,south east
2021-11-20,17071,far north west
2021-11-20,1795,far north central
2021-11-20,14651,far north east
2021-11-20,61067,north west
2021-11-20,62125,north central
2021-11-20,30325,north east
2021-11-20,239938,saskatoon
2021-11-20,25600,central west
2021-11-20,70454,central east
2021-11-20,200767,regina
2021-11-20,26098,south west
2021-11-20,43702,south central
2021-11-20,60128,south east
2021-11-21,17090,far north west
2021-11-21,1798,far north central
2021-11-21,14668,far north east
2021-11-21,61090,north west
2021-11-21,62159,north central
2021-11-21,30343,north east
2021-11-21,240053,saskatoon
2021-11-21,25616,central west
2021-11-21,70486,central east
2021-11-21,200853,regina
2021-11-21,26108,south west
2021-11-21,43714,south central
2021-11-21,60184,south east
2021-11-22,17091,far north west
2021-11-22,1798,far north central
2021-11-22,14672,far north east
2021-11-22,61137,north west
2021-11-22,62178,north central
2021-11-22,30352,north east
2021-11-22,240120,saskatoon
2021-11-22,25621,central west
2021-11-22,70507,central east
2021-11-22,200920,regina
2021-11-22,26117,south west
2021-11-22,43721,south central
2021-11-22,60193,south east
2021-11-23,17093,far north west
2021-11-23,1798,far north central
2021-11-23,14672,far north east
2021-11-23,61165,north west
2021-11-23,62182,north central
2021-11-23,30350,north east
2021-11-23,240152,saskatoon
2021-11-23,25628,central west
2021-11-23,70522,central east
2021-11-23,200984,regina
2021-11-23,26118,south west
2021-11-23,43732,south central
2021-11-23,60194,south east
2021-11-24,17111,far north west
2021-11-24,1798,far north central
2021-11-24,14679,far north east
2021-11-24,61200,north west
2021-11-24,62213,north central
2021-11-24,30359,north east
2021-11-24,240239,saskatoon
2021-11-24,25639,central west
2021-11-24,70536,central east
2021-11-24,201085,regina
2021-11-24,26125,south west
2021-11-24,43763,south central
2021-11-24,60222,south east
2021-11-25,17146,far north west
2021-11-25,1799,far north central
2021-11-25,14694,far north east
2021-11-25,61265,north west
2021-11-25,62265,north central
2021-11-25,30379,north east
2021-11-25,240320,saskatoon
2021-11-25,25652,central west
2021-11-25,70585,central east
2021-11-25,201151,regina
2021-11-25,26135,south west
2021-11-25,43776,south central
2021-11-25,60261,south east
2021-11-26,17171,far north west
2021-11-26,1800,far north central
2021-11-26,14748,far north east
2021-11-26,61326,north west
2021-11-26,62339,north central
2021-11-26,30402,north east
2021-11-26,241643,saskatoon
2021-11-26,25671,central west
2021-11-26,70659,central east
2021-11-26,202094,regina
2021-11-26,26147,south west
2021-11-26,43831,south central
2021-11-26,60320,south east
2021-11-27,17285,far north west
2021-11-27,1801,far north central
2021-11-27,14772,far north east
2021-11-27,61795,north west
2021-11-27,62547,north central
2021-11-27,30449,north east
2021-11-27,243023,saskatoon
2021-11-27,25870,central west
2021-11-27,71104,central east
2021-11-27,203159,regina
2021-11-27,26388,south west
2021-11-27,44057,south central
2021-11-27,60746,south east
2021-11-28,17337,far north west
2021-11-28,1802,far north central
2021-11-28,14846,far north east
2021-11-28,62062,north west
2021-11-28,62845,north central
2021-11-28,30531,north east
2021-11-28,244556,saskatoon
2021-11-28,25964,central west
2021-11-28,71329,central east
2021-11-28,204311,regina
2021-11-28,26452,south west
2021-11-28,44211,south central
2021-11-28,61005,south east
2021-11-29,17358,far north west
2021-11-29,1819,far north central
2021-11-29,14866,far north east
2021-11-29,62364,north west
2021-11-29,62997,north central
2021-11-29,30547,north east
2021-11-29,246067,saskatoon
2021-11-29,25976,central west
2021-11-29,71586,central east
2021-11-29,205473,regina
2021-11-29,26653,south west
2021-11-29,44465,south central
2021-11-29,61220,south east
2021-11-30,17361,far north west
2021-11-30,1820,far north central
2021-11-30,14870,far north east
2021-11-30,62400,north west
2021-11-30,63137,north central
2021-11-30,30564,north east
2021-11-30,247330,saskatoon
2021-11-30,25990,central west
2021-11-30,71608,central east
2021-11-30,206346,regina
2021-11-30,26663,south west
2021-11-30,44490,south central
2021-11-30,61242,south east
2021-12-01,17473,far north west
2021-12-01,1820,far north central
2021-12-01,14977,far north east
2021-12-01,62597,north west
2021-12-01,63435,north central
2021-12-01,30794,north east
2021-12-01,248458,saskatoon
2021-12-01,26267,central west
2021-12-01,72016,central east
2021-12-01,207354,regina
2021-12-01,26803,south west
2021-12-01,44702,south central
2021-12-01,61821,south east
2021-12-02,17556,far north west
2021-12-02,1833,far north central
2021-12-02,15078,far north east
2021-12-02,62932,north west
2021-12-02,63789,north central
2021-12-02,31111,north east
2021-12-02,249280,saskatoon
2021-12-02,26422,central west
2021-12-02,72210,central east
2021-12-02,208248,regina
2021-12-02,26981,south west
2021-12-02,44765,south central
2021-12-02,62138,south east
2021-12-03,17610,far north west
2021-12-03,1835,far north central
2021-12-03,15167,far north east
2021-12-03,63054,north west
2021-12-03,64158,north central
2021-12-03,31262,north east
2021-12-03,249925,saskatoon
2021-12-03,26518,central west
2021-12-03,72410,central east
2021-12-03,208931,regina
2021-12-03,27084,south west
2021-12-03,44900,south central
2021-12-03,62324,south east
2021-12-04,17694,far north west
2021-12-04,1834,far north central
2021-12-04,15273,far north east
2021-12-04,63319,north west
2021-12-04,64413,north central
2021-12-04,31391,north east
2021-12-04,250341,saskatoon
2021-12-04,26647,central west
2021-12-04,72797,central east
2021-12-04,209551,regina
2021-12-04,27227,south west
2021-12-04,45003,south central
2021-12-04,62496,south east
2021-12-05,0,far north west
2021-12-05,0,far north central
2021-12-05,0,far north east
2021-12-05,0,north west
2021-12-05,0,north central
2021-12-05,0,north east
2021-12-05,0,saskatoon
2021-12-05,0,central west
2021-12-05,0,central east
2021-12-05,0,regina
2021-12-05,0,south west
2021-12-05,0,south central
2021-12-05,0,south east
2021-12-06,0,far north west
2021-12-06,0,far north central
2021-12-06,0,far north east
2021-12-06,0,north west
2021-12-06,0,north central
2021-12-06,0,north east
2021-12-06,0,saskatoon
2021-12-06,0,central west
2021-12-06,0,central east
2021-12-06,0,regina
2021-12-06,0,south west
2021-12-06,0,south central
2021-12-06,0,south east
2021-12-07,0,far north west
2021-12-07,0,far north central
2021-12-07,0,far north east
2021-12-07,0,north west
2021-12-07,0,north central
2021-12-07,0,north east
2021-12-07,0,saskatoon
2021-12-07,0,central west
2021-12-07,0,central east
2021-12-07,0,regina
2021-12-07,0,south west
2021-12-07,0,south central
2021-12-07,0,south east
2021-12-08,0,far north west
2021-12-08,0,far north central
2021-12-08,0,far north east
2021-12-08,0,north west
2021-12-08,0,north central
2021-12-08,0,north east
2021-12-08,0,saskatoon
2021-12-08,0,central west
2021-12-08,0,central east
2021-12-08,0,regina
2021-12-08,0,south west
2021-12-08,0,south central
2021-12-08,0,south east
2021-12-09,0,far north west
2021-12-09,0,far north central
2021-12-09,0,far north east
2021-12-09,0,north west
2021-12-09,0,north central
2021-12-09,0,north east
2021-12-09,0,saskatoon
2021-12-09,0,central west
2021-12-09,0,central east
2021-12-09,0,regina
2021-12-09,0,south west
2021-12-09,0,south central
2021-12-09,0,south east
2021-12-10,0,far north west
2021-12-10,0,far north central
2021-12-10,0,far north east
2021-12-10,0,north west
2021-12-10,0,north central
2021-12-10,0,north east
2021-12-10,0,saskatoon
2021-12-10,0,central west
2021-12-10,0,central east
2021-12-10,0,regina
2021-12-10,0,south west
2021-12-10,0,south central
2021-12-10,0,south east
2021-12-11,0,far north west
2021-12-11,0,far north central
2021-12-11,0,far north east
2021-12-11,0,north west
2021-12-11,0,north central
2021-12-11,0,north east
2021-12-11,0,saskatoon
2021-12-11,0,central west
2021-12-11,0,central east
2021-12-11,0,regina
2021-12-11,0,south west
2021-12-11,0,south central
2021-12-11,0,south east
2021-12-12,0,far north west
2021-12-12,0,far north central
2021-12-12,0,far north east
2021-12-12,0,north west
2021-12-12,0,north central
2021-12-12,0,north east
2021-12-12,0,saskatoon
2021-12-12,0,central west
2021-12-12,0,central east
2021-12-12,0,regina
2021-12-12,0,south west
2021-12-12,0,south central
2021-12-12,0,south east
2021-12-13,0,far north west
2021-12-13,0,far north central
2021-12-13,0,far north east
2021-12-13,0,north west
2021-12-13,0,north central
2021-12-13,0,north east
2021-12-13,0,saskatoon
2021-12-13,0,central west
2021-12-13,0,central east
2021-12-13,0,regina
2021-12-13,0,south west
2021-12-13,0,south central
2021-12-13,0,south east
2021-12-14,0,far north west
2021-12-14,0,far north central
2021-12-14,0,far north east
2021-12-14,0,north west
2021-12-14,0,north central
2021-12-14,0,north east
2021-12-14,0,saskatoon
2021-12-14,0,central west
2021-12-14,0,central east
2021-12-14,0,regina
2021-12-14,0,south west
2021-12-14,0,south central
2021-12-14,0,south east
2021-12-15,0,far north west
2021-12-15,0,far north central
2021-12-15,0,far north east
2021-12-15,0,north west
2021-12-15,0,north central
2021-12-15,0,north east
2021-12-15,0,saskatoon
2021-12-15,0,central west
2021-12-15,0,central east
2021-12-15,0,regina
2021-12-15,0,south west
2021-12-15,0,south central
2021-12-15,0,south east
2021-12-16,0,far north west
2021-12-16,0,far north central
2021-12-16,0,far north east
2021-12-16,0,north west
2021-12-16,0,north central
2021-12-16,0,north east
2021-12-16,0,saskatoon
2021-12-16,0,central west
2021-12-16,0,central east
2021-12-16,0,regina
2021-12-16,0,south west
2021-12-16,0,south central
2021-12-16,0,south east
2021-12-17,0,far north west
2021-12-17,0,far north central
2021-12-17,0,far north east
2021-12-17,0,north west
2021-12-17,0,north central
2021-12-17,0,north east
2021-12-17,0,saskatoon
2021-12-17,0,central west
2021-12-17,0,central east
2021-12-17,0,regina
2021-12-17,0,south west
2021-12-17,0,south central
2021-12-17,0,south east
2021-12-18,0,far north west
2021-12-18,0,far north central
2021-12-18,0,far north east
2021-12-18,0,north west
2021-12-18,0,north central
2021-12-18,0,north east
2021-12-18,0,saskatoon
2021-12-18,0,central west
2021-12-18,0,central east
2021-12-18,0,regina
2021-12-18,0,south west
2021-12-18,0,south central
2021-12-18,0,south east
2021-12-19,0,far north west
2021-12-19,0,far north central
2021-12-19,0,far north east
2021-12-19,0,north west
2021-12-19,0,north central
2021-12-19,0,north east
2021-12-19,0,saskatoon
2021-12-19,0,central west
2021-12-19,0,central east
2021-12-19,0,regina
2021-12-19,0,south west
2021-12-19,0,south central
2021-12-19,0,south east
2021-12-20,0,far north west
2021-12-20,0,far north central
2021-12-20,0,far north east
2021-12-20,0,north west
2021-12-20,0,north central
2021-12-20,0,north east
2021-12-20,0,saskatoon
2021-12-20,0,central west
2021-12-20,0,central east
2021-12-20,0,regina
2021-12-20,0,south west
2021-12-20,0,south central
2021-12-20,0,south east
2021-12-21,0,far north west
2021-12-21,0,far north central
2021-12-21,0,far north east
2021-12-21,0,north west
2021-12-21,0,north central
2021-12-21,0,north east
2021-12-21,0,saskatoon
2021-12-21,0,central west
2021-12-21,0,central east
2021-12-21,0,regina
2021-12-21,0,south west
2021-12-21,0,south central
2021-12-21,0,south east
2021-12-22,0,far north west
2021-12-22,0,far north central
2021-12-22,0,far north east
2021-12-22,0,north west
2021-12-22,0,north central
2021-12-22,0,north east
2021-12-22,0,saskatoon
2021-12-22,0,central west
2021-12-22,0,central east
2021-12-22,0,regina
2021-12-22,0,south west
2021-12-22,0,south central
2021-12-22,0,south east
2021-12-23,0,far north west
